Date;rateRatio
2017. december 19.;1.002245495358298
2017. december 5.;0.9899593505262865
2017. november 21.;1.0020245531664538
2017. november 7.;1.008880115710253
2017. október 24.;1.0008801411723243
2017. október 3.;1.0123677051691375
2017. szeptember 19.;1.0015991360805314
2017. szeptember 5.;0.9932491447907614
2017. augusztus 22.;1.0034813563145655
2017. augusztus 1.;1.000537677143894
2017. július 18.;1.0062712860169445
2017. július 4.;0.9879409195452281
2017. június 20.;1.0122757262229034
2017. június 6.;1.0111607008661319
2017. május 23.;1.0011468666187444
2017. május 9.;0.9994105594821309
2017. április 25.;1.0077958632109385
2017. április 11.;0.9959495455366382
2017. március 28.;0.9931186508288772
2017. március 14.;0.9987489368721422
2017. február 28.;0.9995767221878473
2017. február 7.;0.9842891628084555
2017. január 24.;1.000746818213287
2017. január 10.;0.9999511185301636
2018. december 18.;0.9887861793066655
2018. december 4.;1.011729328376976
2018. november 20.;0.9998633673138523
2018. november 6.;1.017215987626658
2018. október 16.;1.0059497094059189
2018. október 2.;0.9922541987560818
2018. szeptember 18.;0.9876130214605386
2018. szeptember 4.;0.9929755225752473
2018. augusztus 21.;0.9990121091812172
2018. augusztus 7.;1.0135962303083923
2018. július 24.;0.998707120765544
2018. július 3.;0.9928043810428874
2018. június 19.;0.985196824586701
2018. június 5.;1.0345369575664214
2018. május 22.;0.9795642702264152
2018. május 8.;0.9901102341543223
2018. április 24.;1.000015223145318
2018. április 10.;1.0090637148383024
2018. március 27.;1.0039707750409292
2018. március 13.;1.0107039550632961
2018. február 27.;1.009956873344331
2018. február 13.;0.9991361675796099
2018. január 30.;0.9929938589361553
2018. január 9.;1.0027219393856017
2019. december 17.;0.9965859846764047
2019. december 3.;0.9923452229577331
2019. november 19.;1.0111353916326185
2019. november 5.;1.0156066659767258
2019. október 22.;1.0099995165216105
2019. október 8.;0.9994338160270194
2019. szeptember 24.;0.9922974833934818
2019. szeptember 10.;1.0042738938771938
2019. augusztus 27.;1.0035902177184655
2019. augusztus 6.;0.9897468015389843
2019. július 23.;0.9911467720571707
2019. július 9.;0.9941593742221972
2019. június 25.;1.0021759029479833
2019. június 11.;1.0038911192706013
2019. május 28.;1.0046297120912209
2019. május 14.;0.9870859566977979
2019. április 30.;0.9861938523939108
2019. április 9.;0.999641060888722
2019. március 26.;0.9922135695344153
2019. március 12.;1.0131827991993427
2019. február 26.;1.00424728966957
2019. február 12.;1.0016337928112276
2019. január 29.;1.0094637307767609
2019. január 15.;0.9946580713894734
2020. december 15.;1.0170662945056428
2020. december 1.;0.9865998078643219
2020. november 17.;1.0021291966118648
2020. november 3.;1.024733616552635
2020. október 20.;1.011185628739886
2020. október 6.;1.000545990255482
2020. szeptember 22.;0.9592662630364029
2020. szeptember 8.;1.0060585812233875
2020. augusztus 25.;0.9986479937437086
2020. augusztus 4.;0.9979391294566808
2020. július 21.;0.9994548784406662
2020. július 7.;1.015526716322446
2020. június 23.;0.9976742814183786
2020. június 9.;1.0055945601185972
2020. május 26.;1.0045555132629638
2020. május 12.;1.0032184366822867
2020. április 28.;1.0070432408810952
2020. április 7.;1.0183732036288016
2020. március 24.;0.9964024778781974
2020. március 10.;0.9245007039041211
2020. február 25.;0.969419055113342
2020. február 11.;1.0011614445848844
2020. január 28.;0.9868181417835523
2020. január 14.;1.0018379989206898
2021. december 14.;0.9903024967868396
2021. november 30.;1.0121350642820606
2021. november 16.;0.9901183637488264
2021. november 2.;1.0080213128402984
2021. október 19.;0.9976915966173405
2021. október 5.;0.9933781728178426
2021. szeptember 21.;0.9733707769510843
2021. szeptember 7.;1.0093382875417636
2021. augusztus 24.;1.0063184850225912
2021. augusztus 10.;0.9934258540006946
2021. július 27.;0.988652228192539
2021. július 6.;0.9979628893941523
2021. június 22.;1.00544274973472
2021. június 8.;0.9994565165376227
2021. május 25.;1.0029289818933038
2021. május 11.;1.0095829241317988
2021. április 27.;1.0118920200130255
2021. április 6.;0.9981217639001994
2021. március 23.;0.9956822482301624
2021. március 9.;1.00627163586051
2021. február 23.;0.9861091770782122
2021. február 9.;1.0038757460602723
2021. január 26.;0.9898857893632709
2021. január 12.;1.00726640646963
2022. december 20.;1.004458205145479
2022. december 6.;0.9751489347888027
2022. november 22.;1.0021978982491542
2022. november 8.;1.027741160752046
2022. október 25.;0.9915791075129257
2022. október 14.;0.9992437314692774
2022. szeptember 27.;0.9966746048145955
2022. szeptember 13.;1.017454948066532
2022. augusztus 30.;0.9835828611475191
2022. augusztus 9.;1.0130336406261298
2022. július 26.;0.9857679277977441
2022. július 12.;0.9825499517894306
2022. június 28.;1.0022613542545193
2022. június 14.;0.9741063253692255
2022. május 31.;1.0027589485705983
2022. május 10.;0.9870208855600384
2022. április 26.;0.9792419592034102
2022. április 5.;1.008054430154117
2022. március 22.;1.0073092636668681
2022. március 8.;0.9909704166713527
2022. február 22.;0.9648372463986664
2022. február 8.;1.0047922207157787
2022. január 25.;0.9838132379174863
2022. január 11.;1.0088394866783448
2023. július 25.;1.002735333592374
2023. június 20.;0.9900724125004314
2023. május 23.;0.9994646422073543
2023. április 25.;0.9901598253554001
2023. március 28.;1.0066428585284553
2023. február 28.;0.9927524858755109
2023. január 24.;1.0072601694382262
