Date;rateRatio
2017. december 19.;1.011764705882353
2017. december 5.;0.9587020648967551
2017. november 21.;0.9877704609595485
2017. november 7.;0.976438188494492
2017. október 24.;1.0105886016817192
2017. október 3.;1.0094530722484807
2017. szeptember 19.;1.0010642652476462
2017. szeptember 5.;1.0385611237360741
2017. augusztus 22.;0.9976929530201343
2017. augusztus 1.;1.0107066381156318
2017. július 18.;0.9986101459346769
2017. július 4.;0.995751711116356
2017. június 20.;1.0034514496088358
2017. június 6.;1.0
2017. május 23.;1.001584427342689
2017. május 9.;0.9934640522875817
2017. április 25.;104.91122401847575
2017. április 11.;1.0042857142857142
2017. március 28.;90.36404040404041
2017. március 14.;0.9788461538461538
2017. február 28.;0.010351771004286102
2017. február 7.;1.0
2017. január 24.;0.010911496593379214
2017. január 10.;1.0
2018. december 18.;0.9839846252402307
2018. december 4.;0.9928664072632944
2018. november 20.;1.0076238881829733
2018. november 6.;0.9792072774528915
2018. október 16.;0.9631367292225201
2018. október 2.;0.986101919258769
2018. szeptember 18.;1.0035335689045937
2018. szeptember 4.;0.9932432432432432
2018. augusztus 21.;1.015636105188344
2018. augusztus 7.;1.002892263195951
2018. július 24.;1.003690036900369
2018. július 3.;0.9955223880597015
2018. június 19.;0.9885233358837031
2018. június 5.;0.9970544918998527
2018. május 22.;0.9832317073170732
2018. május 8.;1.0206405693950178
2018. április 24.;0.9733510992671552
2018. április 10.;0.9986541049798116
2018. március 27.;0.9804195804195804
2018. március 13.;1.0193637621023512
2018. február 27.;1.0191317144959529
2018. február 13.;1.00976290097629
2018. január 30.;0.9967105263157895
2018. január 9.;0.9908015768725361
2019. december 17.;1.0054719562243501
2019. december 3.;1.0069637883008355
2019. november 19.;1.0107599193006052
2019. november 5.;0.9921156373193167
2019. október 22.;1.0287114845938374
2019. október 8.;1.0055671537926236
2019. szeptember 24.;0.9829931972789115
2019. szeptember 10.;1.0269151138716357
2019. augusztus 27.;0.9850746268656716
2019. augusztus 6.;1.0140750670241288
2019. július 23.;1.00066181336863
2019. július 9.;1.0087837837837839
2019. június 25.;0.9892131979695431
2019. június 11.;0.963302752293578
2019. május 28.;1.007936507936508
2019. május 14.;0.9961880559085133
2019. április 30.;0.9828571428571429
2019. április 9.;0.9903903903903903
2019. március 26.;1.0128126906650396
2019. március 12.;1.0017942583732058
2019. február 26.;1.0124610591900312
2019. február 12.;1.00669099756691
2019. január 29.;1.0054811205846528
2019. január 15.;0.9839605181986428
2020. december 15.;0.9716981132075472
2020. december 1.;0.9930555555555556
2020. november 17.;1.006503251625813
2020. november 3.;1.0449574726609963
2020. október 20.;1.0089686098654709
2020. október 6.;0.9610778443113772
2020. szeptember 22.;1.0673508659397049
2020. szeptember 8.;0.9868184541641701
2020. augusztus 25.;1.0035928143712576
2020. augusztus 4.;0.9836956521739131
2020. július 21.;1.006362058993638
2020. július 7.;0.9781897491821155
2020. június 23.;0.99308142629058
2020. június 9.;0.9892966360856269
2020. május 26.;0.9725888324873097
2020. május 12.;1.0426065162907268
2020. április 28.;1.0088582677165354
2020. április 7.;0.9269406392694064
2020. március 24.;0.9809018567639257
2020. március 10.;0.9297297297297298
2020. február 25.;1.0313028764805414
2020. február 11.;1.017996870109546
2020. január 28.;0.9961240310077519
2020. január 14.;0.9817799579537492
2021. december 14.;0.9951020408163266
2021. november 30.;1.0099585062240664
2021. november 16.;0.9975369458128078
2021. november 2.;0.9796806966618288
2021. október 19.;0.992057761732852
2021. október 5.;1.0089418777943369
2021. szeptember 21.;1.0008130081300812
2021. szeptember 7.;0.9991666666666666
2021. augusztus 24.;1.0091743119266054
2021. augusztus 10.;0.9835390946502057
2021. július 27.;0.9975103734439834
2021. július 6.;0.9941126997476871
2021. június 22.;1.0008340283569641
2021. június 8.;0.9950779327317474
2021. május 25.;1.0069747166521361
2021. május 11.;0.9973730297723292
2021. április 27.;0.9980676328502416
2021. április 6.;0.9897483690587139
2021. március 23.;1.0171017101710171
2021. március 9.;0.9873873873873874
2021. február 23.;1.0528756957328387
2021. február 9.;1.0098478066248882
2021. január 26.;1.0
2021. január 12.;1.0110450297366185
2022. december 20.;0.996969696969697
2022. december 6.;0.9923076923076923
2022. november 22.;0.9826589595375722
2022. november 8.;1.0083905415713197
2022. október 25.;1.0
2022. október 14.;1.0016433853738702
2022. szeptember 27.;1.0249376558603491
2022. szeptember 13.;1.0
2022. augusztus 30.;0.9782135076252724
2022. augusztus 9.;1.0
2022. július 26.;1.001376462491397
2022. július 12.;1.0258152173913044
2022. június 28.;1.0130494505494505
2022. június 14.;1.0027662517289073
2022. május 31.;0.9845179451090781
2022. május 10.;0.9900990099009901
2022. április 26.;0.9516023544800524
2022. április 5.;1.0057471264367817
2022. március 22.;0.9971530249110321
2022. március 8.;1.0193050193050193
2022. február 22.;1.0528455284552845
2022. február 8.;0.9917602996254682
2022. január 25.;1.0080645161290323
2022. január 11.;1.0060331825037707
2023. július 25.;1.0007199424046076
2023. június 20.;0.9893969516235918
2023. május 23.;0.9895324494068388
2023. április 25.;1.0029175784099198
2023. március 28.;1.0148205928237128
2023. február 28.;1.010518407212622
2023. január 24.;0.9691535150645624
