Date;rateRatio
2017. december 19.;1.0254816656308265
2017. december 5.;0.94186902133922
2017. november 21.;1.0064794816414686
2017. november 7.;1.004994124559342
2017. október 24.;0.9993892197282028
2017. október 3.;1.0180152671755724
2017. szeptember 19.;1.0105513449249517
2017. szeptember 5.;0.9924414210128496
2017. augusztus 22.;1.0076335877862594
2017. augusztus 1.;0.9872372372372372
2017. július 18.;0.9973791496796739
2017. július 4.;0.9850007075137965
2017. június 20.;0.9917241379310345
2017. június 6.;1.028225806451613
2017. május 23.;0.9967527883665114
2017. május 9.;0.9924877203120486
2017. április 25.;1.0086830680173662
2017. április 11.;0.9985007496251874
2017. március 28.;1.004012964963729
2017. március 14.;0.9984697781178271
2017. február 28.;0.9937029642144064
2017. február 7.;0.9581648522550544
2017. január 24.;0.9921630094043887
2017. január 10.;0.99152411773771
2018. december 18.;0.9990859232175503
2018. december 4.;1.0044444444444445
2018. november 20.;1.0009398496240602
2018. november 6.;1.0347091932457786
2018. október 16.;1.0115384615384615
2018. október 2.;1.0047984644913628
2018. szeptember 18.;0.9990108803165183
2018. szeptember 4.;0.9864376130198915
2018. augusztus 21.;1.0074766355140188
2018. augusztus 7.;1.0076923076923077
2018. július 24.;0.9925465838509316
2018. július 3.;0.987378640776699
2018. június 19.;0.9896907216494846
2018. június 5.;1.0295519542421354
2018. május 22.;0.9605150214592275
2018. május 8.;1.007462686567164
2018. április 24.;0.9980988593155894
2018. április 10.;1.0140056022408963
2018. március 27.;1.0077519379844961
2018. március 13.;1.0008833922261484
2018. február 27.;1.0082918739635158
2018. február 13.;0.935672514619883
2018. január 30.;0.9766917293233083
2018. január 9.;1.0022271714922049
2019. december 17.;1.0096618357487923
2019. december 3.;1.0
2019. november 19.;1.012079378774806
2019. november 5.;1.0
2019. október 22.;0.9961202715809894
2019. október 8.;0.9983429991714996
2019. szeptember 24.;1.0150406504065042
2019. szeptember 10.;0.9943639291465378
2019. augusztus 27.;1.0066945606694562
2019. augusztus 6.;0.997090203685742
2019. július 23.;0.987192118226601
2019. július 9.;0.9753320683111955
2019. június 25.;1.0165853658536586
2019. június 11.;0.9941520467836257
2019. május 28.;1.0080160320641283
2019. május 14.;0.9595588235294118
2019. április 30.;0.9722943722943723
2019. április 9.;1.000915750915751
2019. március 26.;0.9801699716713881
2019. március 12.;1.018216682646213
2019. február 26.;1.0089445438282647
2019. február 12.;0.9964061096136568
2019. január 29.;1.015625
2019. január 15.;0.9948275862068966
2020. december 15.;1.0100401606425702
2020. december 1.;0.9841160220994475
2020. november 17.;1.0166919575113809
2020. november 3.;1.0070038910505836
2020. október 20.;1.0204545454545455
2020. október 6.;0.9961890243902439
2020. szeptember 22.;0.9795763993948563
2020. szeptember 8.;1.0138888888888888
2020. augusztus 25.;1.0062240663900415
2020. augusztus 4.;1.0088560885608857
2020. július 21.;1.006079027355623
2020. július 7.;1.0036791758646064
2020. június 23.;0.9826839826839827
2020. június 9.;0.999288256227758
2020. május 26.;1.0088757396449703
2020. május 12.;1.005792903692976
2020. április 28.;1.013719512195122
2020. április 7.;1.047658175842235
2020. március 24.;0.9609929078014184
2020. március 10.;0.9619118745332338
2020. február 25.;0.9822820694542878
2020. február 11.;1.018491124260355
2020. január 28.;0.9969604863221885
2020. január 14.;1.0246913580246915
2021. december 14.;1.0
2021. november 30.;0.9971014492753624
2021. november 16.;0.9900351699882767
2021. november 2.;1.0192869666861484
2021. október 19.;0.9953298307063632
2021. október 5.;0.9830805134189031
2021. szeptember 21.;0.9771559109080525
2021. szeptember 7.;1.0039592760180995
2021. augusztus 24.;1.0027563395810364
2021. augusztus 10.;1.002865329512894
2021. július 27.;0.9900435594275047
2021. július 6.;1.0044472681067345
2021. június 22.;1.002415458937198
2021. június 8.;0.9769417475728155
2021. május 25.;1.0097442143727162
2021. május 11.;1.0064629847238542
2021. április 27.;1.0080598733448474
2021. április 6.;0.9967051070840197
2021. március 23.;0.9982973893303064
2021. március 9.;0.9957729468599034
2021. február 23.;1.0022988505747126
2021. február 9.;1.0053254437869823
2021. január 26.;1.0104166666666667
2021. január 12.;0.9814569536423841
2022. december 20.;1.0208685843203609
2022. december 6.;1.0059171597633136
2022. november 22.;0.996875
2022. november 8.;1.0183038438071994
2022. október 25.;0.9825653798256538
2022. október 14.;1.0082278481012659
2022. szeptember 27.;1.002027027027027
2022. szeptember 13.;1.0077720207253886
2022. augusztus 30.;0.9951100244498777
2022. augusztus 9.;0.9904534606205251
2022. július 26.;0.9843467790487658
2022. július 12.;0.9937456567060459
2022. június 28.;1.0160583941605839
2022. június 14.;0.975735294117647
2022. május 31.;0.9863013698630136
2022. május 10.;0.9598025387870239
2022. április 26.;0.9730909090909091
2022. április 5.;1.0027855153203342
2022. március 22.;0.993103448275862
2022. március 8.;0.9669064748201439
2022. február 22.;0.9573934837092731
2022. február 8.;0.9785407725321889
2022. január 25.;0.9828605200945626
2022. január 11.;1.0097757331799886
2023. július 25.;1.0101983002832862
2023. június 20.;0.9940476190476191
2023. május 23.;1.0067943174799259
2023. április 25.;1.0081199250468458
2023. március 28.;0.9959812458137978
2023. február 28.;0.9915639195327709
2023. január 24.;1.017639902676399
